STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Chỉ huy tham mưu (Nam - Phía Bắc) 7860205|21A00,24.4,,,Thí sinh mức 24.4 điểm: Tiêu chí phụ 1: Điểm môn Toán >= 8.4; Tiêu chí phụ 2: Điểm môn Lý >= 8.25
2.0,Chỉ huy tham mưu (Nam - Phía Bắc) 7860205|21A01,24.4,,,Thí sinh mức 24.4 điểm: Tiêu chí phụ 1: Điểm môn Toán >= 8.4; Tiêu chí phụ 2: Điểm môn Lý >= 8.25
3.0,Chỉ huy tham mưu (Nam - Phía Nam) 7860205|22A01,22.1,,,
4.0,Chỉ huy tham mưu (Nam - Phía Nam) 7860205|22A00,22.1,,,
