STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Chỉ huy tham mưu (Nam - Phía Bắc) 7860205|21A01,22.6,,,
2.0,Chỉ huy tham mưu (Nam - Phía Bắc) 7860205|21A00,22.6,,,
3.0,Chỉ huy tham mưu (Nam - Phía Nam) 7860205|22A01,21.9,,,
4.0,Chỉ huy tham mưu (Nam - Phía Nam) 7860205|22A00,21.9,,,
