STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Hệ thống thông tin quản lý chất lượng cao 7340405_406C,20.15,,,
2.0,Hệ thống thông tin quản lý 7340405_406,21.25,,,
3.0,Kế toán chất lượng cao hoàn toàn bằng tiếng Anh (dự kiến) 7340301_405CA,19.25,,,
4.0,Kế toán chất lượng cao 7340301_405C,20.4,,,
5.0,Kế toán 7340301_405,21.75,,,
6.0,Kiểm toán chất lượng cao 7340302_409C,21.0,,,
7.0,Kiểm toán 7340302_409,22.0,,,
8.0,Kinh tế và Quản lý công chất lượng cao 7310101_403C,19.0,,,
9.0,Kinh tế đối ngoại chất lượng cao 7310106_402C,23.15,,,
10.0,Kinh doanh quốc tế 7340120_408,23.5,,,
11.0,Kinh tế học 7310101_401,21.5,,,
12.0,Kinh tế đối ngoại 7310106_402,23.6,,,
13.0,Kinh doanh quốc tế chất lượng cao hoàn toàn bằng tiếng Anh 7340120_408CA,22.0,,,
14.0,Kinh tế và Quản lý công 7310101_403,20.5,,,
15.0,Kinh doanh quốc tế chất lượng cao 7340120_408C,23.0,,,
16.0,Kinh tế (Kinh tế học) (chất lượng cao) 7310101_401C,19.0,,,
17.0,Luật thương mại quốc tế chất lượng cao 7380107_502C,21.75,,,
18.0,Luật Tài chính - Ngân hàng 7380101_504,19.0,,,
19.0,Luật kinh doanh 7380107_501,21.5,,,
20.0,Luật Tài chính - Ngân hàng (chất lượng cao) 7380101_504C,18.5,,,
21.0,Luật thương mại quốc tế 7380107_502,22.0,,,
22.0,Luật dân sự chất lượng cao 7380101_503C,19.0,,,
23.0,Luật kinh doanh chất lượng cao 7380107_501C,21.0,,,
24.0,Luật dân sự 7380101_503,19.0,,,
25.0,Marketing 7340115_410,23.0,,,
26.0,Marketing chất lượng cao 7340115_410C,22.3,,,
27.0,Quản trị kinh doanh 7340101_407,22.6,,,
28.0,Quản trị kinh doanh (chất lượng cao bằng tiếng Anh) 7340101_407CA,20.25,,,
29.0,Quản trị kinh doanh chất lượng cao 7340101_407C,21.4,,,
30.0,Tài chính - Ngân hàng 7340201_404,20.5,,,
31.0,Tài chính – Ngân hàng chất lượng cao hoàn toàn bằng tiếng Anh (dự kiến) 7340201_404CA,18.75,,,
32.0,Tài chính - Ngân hàng chất lượng cao 7340201_404C,19.75,,,
33.0,Thương mại điện tử (chất lượng cao) 7340122_411C,21.2,,,
34.0,Thương mại điện tử 7340122_411,22.5,,,
35.0,"Toán kinh tế (Toán ứng dụng trong kinh tế, quản trị và tài chính) 7310108_413",18.0,,,
