STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Hệ dân sự 7860113DS,14.0,,,
2.0,"Phòng cháy chữa cháy và cứu nạn, cứu hộ (Nam - Phía Bắc) 7860113|21A00",24.36,,,Nam - phía Nam - A00
3.0,"Phòng cháy chữa cháy và cứu nạn, cứu hộ (Nữ - Phía Nam) 7860113|12A00",25.6,,,Nữ - phía Nam - A00
