STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Bản đồ học 7440212,18.0,,,Cơ sở TPHCM
2.0,Bảo vệ thực vật 7620112,18.0,,,Cơ sở TPHCM
3.0,Chăn nuôi 7620105,17.0,,,Cơ sở TPHCM
4.0,Công nghệ thực phẳm 7540101C,18.0,,,Chương trình đào tạo chất lượng cao
5.0,Công nghệ thực phẩm (CT tiên tiến) 7540101T,18.0,,,Cơ sở TPHCM
6.0,Công nghệ chế biến lâm sản 7549001,16.0,,,Cơ sở TPHCM
7.0,Công nghệ kỹ thuật ô tô 7510205,19.0,,,Cơ sở TPHCM
8.0,Công nghệ kỹ thuật hoá học 7510401,18.25,,,Cơ sở TPHCM
9.0,Công nghệ rau hoa quả và cảnh quan 7620113,17.0,,,Cơ sở TPHCM
10.0,Công nghệ thông tin 7480201,18.15,,,Cơ sở TPHCM
11.0,Công nghệ chế biến thủy sản 7540105,17.0,,,Cơ sở TPHCM
12.0,Công nghệ kỹ thuật cơ điện tử 7510203,18.0,,,Cơ sở TPHCM
13.0,Công nghệ kỹ thuật nhiệt 7510206,17.0,,,Cơ sở TPHCM
14.0,Công nghệ sinh học 7420201,19.15,,,Cơ sở TPHCM
15.0,Công nghệ sinh học 7420201Q (LKQT),16.0,,,Chương trình đào tạo cử nhân quốc tế
16.0,Công nghệ kỹ thuật cơ khí 7510201C,17.0,,,Chương trình đào tạo chất lượng cao
17.0,Công nghệ thực phẩm 7540101,18.75,,,Cơ sở TPHCM
18.0,Công nghệ kỹ thuật cơ khí (Chuyên ngành Công nghệ hàn) 7510201,17.5,,,Cơ sở TPHCM
19.0,ĐH Nuôi trồng thủy sản 7620301,17.0,,,Cơ sở TPHCM
20.0,Kế toán 7340301,18.25,,,Cơ sở TPHCM
21.0,Khoa học môi trường 7440301,17.0,,,Cơ sở TPHCM
22.0,Kinh tế 7310101,17.5,,,Cơ sở TPHCM
23.0,Kinh doanh quốc tế 7340120Q,16.75,,,Chương trình đào tạo cử nhân quốc tế
24.0,Kinh doanh nông nghiệp 7620114,16.5,,,Cơ sở TPHCM
25.0,Kỹ thuật môi trường (CL Cao) 7520320C,17.0,,,Chương trình đào tạo chất lượng cao
26.0,Lâm học 7620201,16.0,,,Cơ sở TPHCM
27.0,Ngành Kỹ thuật môi trường 7520320,17.0,,,Cơ sở TPHCM
28.0,Ngành Kỹ thuật điều khiển & Tự động hóa 7520216,17.5,,,Cơ sở TPHCM
29.0,Ngôn ngữ Anh 7220201,20.0,,,Cơ sở TPHCM
30.0,Nông học 7620109,18.0,,,Cơ sở TPHCM
31.0,Phát triển nông thôn 7620116,16.0,,,Cơ sở TPHCM
32.0,Quản lý tài nguyên và môi trường 7850101,15.0,,,Phân hiệu tại Gia Lai
33.0,Quản trị kinh doanh 7340101C,18.0,,,Chương trình đào tạo chất lượng cao
34.0,Quản trị doanh nghiệp 7340101,18.5,,,Cơ sở TPHCM
35.0,Quản lý tài nguyên rừng 7620211,16.0,,,Cơ sở TPHCM
36.0,Quản lý đất đai 7850103,17.0,,,Cơ sở TPHCM
37.0,Quản lý và kinh doanh nông nghiệp 7620114Q (LKQT),16.0,,,Chương trình đào tạo cử nhân quốc tế
38.0,Sư phạm kỹ thuật nông nghiệp 7140215,17.0,,,Cơ sở TPHCM
39.0,Thú y (CT tiên tiến) 7640101T,19.6,,,Cơ sở TPHCM
40.0,Thú y 7640101,19.6,,,Cơ sở TPHCM
41.0,Thương mại (LKQT) 7340121Q,16.75,,,Chương trình đào tạo cử nhân quốc tế
