STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Kiến trúc 7580101,24.64,,,
2.0,Kiến trúc (Chất lượng cao) 7580101CLC,24.18,,,
3.0,Kiến trúc cảnh quan 7580102,23.95,,,
4.0,Kỹ thuật xây dựng 7580201,20.95,,,
5.0,Kỹ thuật xây dựng ( Chất lượng cao) 7580201CLC,21.1,,,
6.0,Kỹ thuật cơ sở hạ tầng 7580210,15.0,,,
7.0,Mỹ thuật đô thị 7210110,23.45,,,
8.0,Quản lý xây dựng 7580302,21.2,,,
9.0,Quy hoạch vùng và đô thị 7580105,23.54,,,
10.0,Quy hoạch vùng và đô thị (Chất lượng cao) 7580105CLC,22.37,,,
11.0,Thiết kế đô thị ( CT tiên tiến) 7580199,20.96,,,
12.0,Thiết kế công nghiệp 7210402,24.57,,,
13.0,Thiết kế thời trang 7210404,24.7,,,
14.0,Thiết kế đồ họa 7210403,25.69,,,
15.0,Thiết kế nội thất 7580108,24.61,,,
