STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Ngành Chỉ huy kỹ thuật Công binh (Nam - Miền Bắc) 7860228|21A00,23.5,,,
2.0,Ngành Chỉ huy kỹ thuật Công binh (Nam - Miền Nam) 7860228|22A00,21.4,,,
3.0,Ngành Chỉ huy kỹ thuật Công binh (Nam - Miền Nam) 7860228|22A01,21.4,,,
4.0,Ngành Chỉ huy kỹ thuật Công binh (Nam - Miền Bắc) 7860228|21A01,23.5,,,
