STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Ngành Chỉ huy kỹ thuật Công binh (Nam - Miền Bắc) 7860228|21A01,16.25,,,
2.0,Ngành Chỉ huy kỹ thuật Công binh (Nam - Miền Bắc) 7860228|21A00,16.25,,,
3.0,Ngành Chỉ huy kỹ thuật Công binh (Nam - Miền Nam) 7860228|22A01,23.2,,,
4.0,Ngành Chỉ huy kỹ thuật Công binh (Nam - Miền Nam) 7860228|22A00,23.2,,,
