STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Bảo vệ thực vật 7620112,15.0,"A00, B00, B03, B08",16400000.0,
2.0,Bảo vệ thực vật 7620112,,,16400000.0,
3.0,Bất động sản 7340116,,,14100000.0,
4.0,Bất động sản 7340116,15.0,"A00, B00, C00, C04",14100000.0,
5.0,Bệnh học thủy sản 7620302,15.0,"A00, B00, B08, D01",16400000.0,
6.0,Bệnh học thủy sản 7620302,,,16400000.0,
7.0,Chăn nuôi 7620105,15.0,"A00, A02, B00, B08",16400000.0,
8.0,Chăn nuôi 7620105,,,16400000.0,
9.0,Công nghệ kỹ thuật cơ khí (Chuyên ngành Công nghệ hàn) 7510201,15.0,"A00, A01, A02, B00",16400000.0,
10.0,Công nghệ thực phẩm 7540101,16.0,"A00, B00, B03, B08",16400000.0,
11.0,Công nghệ sau thu hoạch 7540104,,,16400000.0,
12.0,Công nghệ kỹ thuật cơ khí (Chuyên ngành Công nghệ hàn) 7510201,,,16400000.0,
13.0,Công nghệ thực phẩm 7540101,,,16400000.0,
14.0,Đảm bảo chất lượng và an toàn thực phẩm 7540106,,,16400000.0,
15.0,Đảm bảo chất lượng và an toàn thực phẩm 7540106,15.0,"A00, B00, B03, B08",16400000.0,
16.0,ĐH Nuôi trồng thủy sản 7620301,,,16400000.0,
17.0,ĐH Nuôi trồng thủy sản 7620301,15.0,"A00, B00, B08, D01",16400000.0,
18.0,Khoa học cây trồng 7620110,,,16400000.0,
19.0,Khoa học cây trồng 7620110,15.0,"A00, B00, B03, B08",16400000.0,
20.0,Khuyến nông 7620102,,,16400000.0,
21.0,Khuyến nông 7620102,15.0,"A07, B03, C00, C04",16400000.0,
22.0,Kinh doanh và khởi nghiệp nông thôn 7620119,,,16400000.0,
23.0,Kinh doanh và khởi nghiệp nông thôn 7620119,15.0,"A07, C00, C04, D10",16400000.0,
24.0,Kỹ thuật cơ sở hạ tầng 7580210,,,16400000.0,
25.0,Kỹ thuật cơ điện tử 7520114,15.0,"A00, A01, A02, B00",16400000.0,
26.0,Kỹ thuật cơ điện tử 7520114,,,16400000.0,
27.0,Lâm nghiệp 7620210,15.0,"A00, A02, B00, B03",16400000.0,
28.0,Lâm sinh 7620205,,,16400000.0,
29.0,Nông nghiệp công nghệ cao 7620118,15.0,"A00, B00, B03, B08",16400000.0,
30.0,Nông nghiệp công nghệ cao 7620118,,,16400000.0,
31.0,Nông học 7620109,,,16400000.0,
32.0,Phát triển nông thôn 7620116,,,16400000.0,
33.0,Phát triển nông thôn 7620116,15.0,"A07, B03, C00, C04",16400000.0,
34.0,Quản lý tài nguyên rừng 7620211,15.0,"A00, A02, B00, B03",16400000.0,
35.0,Quản lý thủy sản 7620305,,,16400000.0,
36.0,Quản lý đất đai 7850103,,,15000000.0,
37.0,Quản lý tài nguyên rừng 7620211,,,16400000.0,
38.0,Quản lý thủy sản 7620305,15.0,"A00, B00, B08, D01",16400000.0,
39.0,Quản lý đất đai 7850103,15.0,"A00, B00, C00, C04",15000000.0,
40.0,Thú y 7640101,17.5,"A00, A02, B00, B08",16400000.0,
41.0,Thú y 7640101,,,16400000.0,
