STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Thí sinh nam (Phía Nam) 7480200|22A01,23.25,,,
2.0,Thí sinh nữ (Phía Nam) 7480200|12A00,25.5,,,
3.0,Thí sinh nam (Phía Nam) 7480200|22A00,25.48,,,
