STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Công nghệ thông tin 7480201,23.5,,,
2.0,Kĩ thuật xây dựng 7580208,18.5,,,
3.0,Kỹ thuật điện 7520201,20.0,,,
4.0,Kỹ thuật cơ điện tử 7520114,19.5,,,
5.0,Kỹ thuật phần mềm 7480103,22.5,,,
6.0,Ngành Kỹ thuật điều khiển & Tự động hóa 7520216,21.25,,,
