STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Chỉ huy Kỹ thuật Hóa học (Thí sinh Nam miền Nam) 7860229|22A00,21.25,A00,,
2.0,Ngành Chỉ huy Kỹ thuật Hóa học (Thí sinh Nam miền Bắc) 7860229|21A00,22.55,A00,,
3.0,Ngành Chỉ huy Kỹ thuật Hóa học (Thí sinh Nam miền Bắc) 7860229|21A01,22.55,A01,,
4.0,Ngành Chỉ huy Kỹ thuật Hóa học (Thí sinh Nam miền Nam) 7860229|22A01,21.25,A01,,
