STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,"Chỉ huy, quản lý kỹ thuật (Nữ - Phía Nam) 7860220|12A00",22.35,,,Nam - phía Nam - A00
2.0,"Chỉ huy, quản lý kỹ thuật (Nữ - Phía Bắc) 7860220|11A01",26.35,,,Nữ - phía Bắc - A01; Môn toán >= 9.2
3.0,"Chỉ huy, quản lý kỹ thuật (Nam - Phía Bắc) 7860220|21A01",24.35,,,Nam - phía Bắc - A01
4.0,"Chỉ huy, quản lý kỹ thuật (Nam - Phía Bắc) 7860220|21A00",24.35,,,Nam - phía Bắc - A00
5.0,Chỉ huy tham mưu thông tin 7860220|12A01,25.05,,,Nữ - phía Nam - A01
6.0,"Chỉ huy, quản lý kỹ thuật (Nam - Phía Nam) 7860220|22A01",22.35,,,Nam - phía Nam - A01
7.0,"Chỉ huy, quản lý kỹ thuật (Nữ - Phía Nam) 7860220|12A00",25.05,,,Nữ - phía Nam - A00
8.0,"Chỉ huy, quản lý kỹ thuật (Nữ - Phía Bắc) 7860220|11A00",26.35,,,Nữ - phía Bắc - A00; Môn toán >= 9.2
