STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Công nghệ thông tin (chương trình chất lượng cao) 7480201CLC,24.2,,,
2.0,Công nghệ thông tin 7480201,24.7,,,
3.0,Kế toán 7340301,33.52,,,
4.0,Marketing (dạy bằng tiếng Anh) 7340115,35.05,,,
5.0,Nghiên cứu phát triển 7310111,32.55,,,
6.0,Ngôn ngữ Nhật 7220209,34.59,,,
7.0,Ngôn ngữ Đức 7220205,33.96,,,
8.0,Ngôn ngữ Hàn Quốc - Chất lượng cao (CLC) 7220210 CLC,34.73,,,
9.0,Ngôn ngữ Bồ Đào Nha 7220207,31.35,,,
10.0,Ngôn ngữ Anh 7220201,35.38,,,
11.0,Ngôn ngữ Tây Ban Nha 7220206,33.38,,,
12.0,Ngôn ngữ Hàn Quốc 7220210,36.15,,,
13.0,Ngôn ngữ Italia - Chất lượng cao (CLC) 7220208 CLC,30.95,,,
14.0,Ngôn ngữ Pháp 7220203,33.7,,,
15.0,Ngôn ngữ Trung Quốc - Chất lượng cao (CLC) 7220204 CLC,34.82,,,
16.0,Ngôn ngữ Italia 7220208,32.63,,,
17.0,Ngôn ngữ Nga 7220202,31.93,,,
18.0,Ngôn ngữ Trung Quốc 7220204,35.75,,,
19.0,Quản trị dịch vụ du lịch và lữ hành (dạy bằng tiếng Anh) - CLC 7810103CLC,32.25,,,
20.0,Quản trị doanh nghiệp 7340101,33.93,,,
21.0,Quản trị dịch vụ du lịch và lữ hành 7810103,33.9,,,
22.0,Quốc tế học 7310601,33.48,,,
23.0,Tài chính – Ngân hàng 7340201,33.7,,,
24.0,Truyền thông doanh nghiệp 7320109,34.1,,,
25.0,Truyền thông đa phương tiện 7320104,25.94,,,
