STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Hậu cần quân sự (Nữ - phía Nam) 7860218|22,22.6,,,
2.0,Hậu cần quân sự (Nam - phía Bắc) 7860218|21,24.15,,,
