STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Hậu cần quân sự (Nam - Phía Nam) 7860218|22A01,21.7,,,
2.0,Hậu cần quân sự (Nữ - Phía Bắc) 7860218|12A01,25.6,,,
3.0,Hậu cần quân sự (Nữ - Phía Nam) 7860218|12A00,25.6,,,
4.0,Hậu cần quân sự (Nữ - Phía Bắc) 7860218|11A01,26.01,,,
5.0,Hậu cần quân sự (Nam - Phía Bắc) 7860218|21A00,24.68,,,
6.0,Hậu cần quân sự (Nam - Phía Nam) 7860218|22A00,21.7,,,
7.0,Hậu cần quân sự (Nữ - Phía Bắc) 7860218|11A00,26.01,,,
8.0,Hậu cần quân sự (Nam - Phía Bắc) 7860218|21A01,24.68,,,
