STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Chỉ huy Kỹ thuật Phòng không - Không quân 7860226|21A01 (trước 2023),17.35,,,
2.0,Chỉ huy Kỹ thuật Phòng không - Không quân 7860226|22A01 (trước 2023),20.5,,,
3.0,Chỉ huy Kỹ thuật Phòng không - Không quân 7860226|21A00 (trước 2023),17.35,,,
4.0,Chỉ huy Kỹ thuật Phòng không - Không quân 7860226|22A00 (trước 2023),20.5,,,
5.0,Kỹ thuật hàng không 7520120|22A00 (trước 2023),23.95,,,
6.0,Kỹ thuật hàng không (Nam - miền Bắc) 7520120|21A00,23.65,,,
7.0,Kỹ thuật hàng không 7520120|21A01,23.65,,,
8.0,Kỹ thuật hàng không 7520120|22A01 (trước 2023),23.95,,,
