STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Gửi đào tạo ngành Y 7860100|00B00,23.09,,,
2.0,Nghiệp vụ cảnh sát (Nữ) 7860100|10A01,27.16,,,
3.0,Nghiệp vụ cảnh sát (Nữ) 7860100|10D01,27.36,,,
4.0,Nghiệp vụ cảnh sát (Nam) 7860100|20A01,23.09,,,
5.0,Nghiệp vụ cảnh sát (Nữ) 7860100|10C03,27.73,,,
6.0,Nghiệp vụ cảnh sát (Nam) 7860100|20D01,19.61,,,
7.0,Nghiệp vụ cảnh sát (Nam) 7860100|20C03,18.88,,,
