STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Dược học 7720201,28.0,,,"Điểm môn Hóa học: 9,75; Điểm môn Toán: 9,20; Thứ tự nguyện vọng: 1"
