STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Chỉ huy tham mưu Lục quân (Nam - quân khu 9) 7860201|23A01|9,22.0,,,
2.0,Chỉ huy tham mưu Lục quân (Nam - quân khu 5) 7860201|23A00|5,19.95,,,
3.0,Chỉ huy tham mưu Lục quân (Nam - quân khu 4) 7860201|23A01|4,24.07,,,
4.0,Chỉ huy tham mưu Lục quân (Nam - quân khu 9) 7860201|23A00|9,22.0,,,
5.0,Chỉ huy tham mưu Lục quân (Nam - quân khu 7) 7860201|23A00|7,22.15,,,
6.0,Chỉ huy tham mưu Lục quân (Nam - quân khu 7) 7860201|23A01|7,22.15,,,
7.0,Chỉ huy tham mưu Lục quân (Nam - quân khu 4) 7860201|23A00|4,24.07,,,
8.0,Chỉ huy tham mưu Lục quân (Nam - quân khu 5) 7860201|23A01|5,19.95,,,
