STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Hệ thống thông tin 7340405,15.0,,,
2.0,Kế toán 7340301,15.0,,,
3.0,Kiểm toán 7340302,15.0,,,
4.0,Quản trị doanh nghiệp 7340101,15.0,,,
5.0,Tài chính – Ngân hàng 7340201,15.0,,,
