STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Công nghệ thông tin 7480201,24.73,"A00, A01, D07",,
2.0,Kế toán 7340301,23.95,"A00, A01, C01, D01",,
3.0,Khai thác vận tải 7840101,25.33,"A00, A01, C01, D01",,
4.0,Kiến trúc 7580101,22.05,"A00, A01, V00, V01",,
5.0,Kinh tế xây dựng 7580301,22.75,"A00, A01, C01, D01",,
6.0,Kỹ thuật ô tô 7520130,24.49,"A00, A01, D01, D07",,
7.0,Kỹ thuật điện 7520201,24.06,"A00, A01, C01, D01",,
8.0,Kỹ thuật xây dựng công trình giao thông 7580205,20.0,"A00, A01, D01, D07",,
9.0,Kỹ thuật cơ khí động lực 7520116,23.81,"A00, A01, D01, D07",,
10.0,Kỹ thuật cơ điện tử 7520114,24.45,"A00, A01, D01, D07",,
11.0,Kỹ thuật xây dựng 7580201,21.25,"A00, A01, D01, D07",,
12.0,Logistics và Quản lý chuỗi cung ứng 7510605,25.86,"A00, A01, C01, D01",,
13.0,Ngành Kinh doanh quốc tế 7340120,24.59,"A00, A01, C01, D01",,
14.0,Ngành Kỹ thuật điện tử truyền thông 7520207,24.35,"A00, A01, C01, D01",,
15.0,Ngành Kỹ thuật điều khiển & Tự động hóa 7520216,24.87,"A00, A01, C01, D01",,
16.0,Quản trị dịch vụ du lịch và lữ hành 7810103,22.85,"A00, A01, C01, D01",,
17.0,Quản lý xây dựng 7580302,22.15,"A00, A01, C01, D01",,
18.0,Quản trị Kinh doanh 7340101,23.56,"A00, A01, C01, D01",,
19.0,Tài chính – Ngân hàng 7340201,24.07,"A00, A01, C01, D01",,
