STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Công tác xã hội 7760101,15.15,,9800000.0,
2.0,Công nghệ kỹ thuật Môi trường 7510406,15.0,,11700000.0,
3.0,Dinh dưỡng 7720401,16.5,,14300000.0,
4.0,Khoa học Dữ liệu 7480109,17.0,,14300000.0,
5.0,Kỹ thuật xét nghiệm y học 7720601,20.5,,14300000.0,
6.0,Kỹ thuật phục hồi chức năng 7720603,21.5,,14300000.0,
7.0,Y tế công cộng 7720701,16.0,,14300000.0,
