STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Thí sinh nam (Phía Bắc) 7480200|21A01,22.35,,,
2.0,Thí sinh nam (Phía Bắc) 7480200|21A00,26.1,,,
3.0,Thí sinh nữ (Phía Bắc) 7480200|11A00,25.65,,,
