STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Nhóm ngành Kỹ thuật CAND (Thí sinh Nữ - Phía Bắc) 7480200|11A01,27.98,,,
2.0,Thí sinh nam (Phía Bắc) 7480200|21A00,25.2,,,
3.0,Thí sinh nữ (Phía Bắc) 7480200|11A00,27.34,,,
4.0,Thí sinh nam (Phía Bắc) 7480200|21A01,25.66,,,
