STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Bảo vệ thực vật 7620112,14.0,,,
2.0,Cao đẳng dịch vụ thú y 51640201,12.0,,,
3.0,Cao đẳng Việt Nam học 51220113,12.0,,,
4.0,Cao đẳng nuôi trồng thủy sản 51620301,,,,
5.0,Chăn nuôi 7620105,14.0,,,
6.0,Công nghệ thông tin 51480201,,,,
7.0,Công nghệ thông tin 7480201,14.0,,,
8.0,ĐH Nuôi trồng thủy sản 7620301,14.0,,,
9.0,Giáo dục Mầm non 51140201,16.0,,,
10.0,Giáo dục Tiểu học 51140202,18.5,,,
11.0,Giáo dục Thể chất 51140206,,,,
12.0,Kế toán 7340301,14.0,,,
13.0,Kế toán 51340301,,,,
14.0,Khoa học môi trường 7440301,14.0,,,
15.0,Ngôn ngữ Anh 7220201,14.0,,,
16.0,Quản trị doanh nghiệp 7340101,14.0,,,
17.0,Tài chính – Ngân hàng 7340201,14.0,,,
18.0,Tiếng Việt & Văn hóa Việt Nam 7220101,14.0,,,
