STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Chỉ huy tham mưu Hải quân (Nam - Phía Nam) 7860202|22A00,21.0,,,Nam - phía Nam - A00. Tiêu chí phụ: môn Toán >= 7
2.0,Chỉ huy tham mưu Hải quân (Nam - Phía Bắc) 7860202|21A00,21.7,,,Nam - phía Bắc - A00. Tiêu chí phụ: môn Toán >= 8.2
3.0,Chỉ huy tham mưu Hải quân (Nam - Phía Nam) 7860202|22A01,21.0,,,Nam - phía Nam - A01. Tiêu chí phụ: môn Toán >= 7
4.0,Chỉ huy tham mưu Hải quân (Nam - Phía Bắc) 7860202|21A01,21.7,,,Nam - phía Bắc - A01. Tiêu chí phụ: môn Toán >= 8.2
