STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Ngành Chỉ huy tham mưu Tham mưu thông tin (Thí sinh Nam miền Bắc) 7860221|21A00,22.8,,,
2.0,Ngành Chỉ huy tham mưu Tham mưu thông tin (Thí sinh Nam miền Nam) 7860221|22A00,22.94,,,
3.0,Ngành Chỉ huy tham mưu Tham mưu thông tin (Thí sinh Nam miền Bắc) 7860221|21A01,22.8,,,
4.0,Ngành Chỉ huy tham mưu Tham mưu thông tin (Thí sinh Nam miền Nam) 7860221|22A01,22.94,,,
