STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Y khoa (Nam - Miền Bắc) 7720101|21A00,26.5,,,Thí sinh đạt 26.5 điểm; tiêu chí phụ: Điểm môn Toán >= 9 (A00); Điểm môn Sinh >= 9 (B00)
2.0,Y khoa (Nữ - Miền Bắc) 7720101|11B00,28.65,,,"Thí sinh mức 28.65, tiêu chí phụ 1: Điểm môn Toán >= 9.4 (A00); Điểm môn Sinh >= 8.5 (B00)"
3.0,Y khoa (Nữ - Miền Nam) 7720101|12B00,28.3,,,
4.0,Y khoa (Nam - Miền Nam) 7720101|22A00,25.5,,,
5.0,Y khoa (Nữ - Miền Bắc) 7720101|11A00,28.65,,,"Thí sinh mức 28.65, tiêu chí phụ 1: Điểm môn Toán >= 9.4 (A00); Điểm môn Sinh >= 8.5 (B00)"
6.0,Y khoa (Nam - Miền Bắc) 7720101|21B00,26.5,,,Thí sinh đạt 26.5 điểm; tiêu chí phụ: Điểm môn Toán >= 9 (A00); Điểm môn Sinh >= 9 (B00)
7.0,Y khoa (Nam - Miền Nam) 7720101|22B00,25.5,,,
8.0,Y khoa (Nữ - Miền Nam) 7720101|12A00,28.3,,,
